Accident_Index,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Year
201201CP00171,48,3,2,1,2012
201201CP00172,48,3,1,1,2012
201201CP00173,48,3,1,1,2012
201201CP00174,48,3,1,1,2012
201201CP00175,48,3,1,1,2012
201201CP00176,48,2,1,2,2012
201201CP00177,48,3,3,4,2012
201201CP00178,48,2,2,1,2012
201201CP00179,48,3,1,1,2012
201201CP00180,48,3,1,1,2012
201201CP00181,48,3,1,2,2012
201201CP00182,48,3,2,1,2012
201201CP00183,48,3,1,1,2012
201201CP00184,48,2,2,1,2012
201201CP00185,48,3,2,1,2012
201201CP00186,48,3,2,1,2012
201201CP00188,48,3,1,1,2012
201201CP00189,48,3,1,1,2012
201201CP00190,48,3,2,1,2012
201201CP00191,48,3,2,1,2012
201201CP00192,48,3,1,1,2012
201201CP00193,48,3,2,1,2012
201201CP00195,1,3,2,1,2012
201201CP00196,48,3,1,1,2012
201201CP00197,48,3,2,1,2012
201201CP00198,48,2,1,1,2012
201201CP00199,48,3,2,1,2012
201201CP00200,48,3,1,1,2012
201201CP00201,1,3,1,2,2012
201201CP00202,48,3,2,1,2012
201201CP00203,48,3,2,1,2012
201201CP00204,48,2,2,1,2012
201201CP00205,48,2,1,1,2012
201201CP00206,48,3,2,1,2012
201201CP00207,48,3,2,1,2012
201201CP00208,48,3,3,1,2012
201201CP00209,48,3,2,1,2012
201201CP00210,48,3,2,1,2012
201201CP00211,48,3,2,1,2012
201201CP00212,48,3,2,1,2012
201201CP00213,48,2,1,1,2012
201201CP00214,48,3,2,2,2012
201201CP00215,48,3,2,1,2012
201201CP00216,48,3,2,1,2012
201201CP00217,48,3,2,1,2012
201201CP00218,48,2,2,1,2012
201201CP00219,48,3,2,1,2012
201201CP00220,48,3,2,1,2012
201201CP00221,48,3,1,1,2012
201201CP00222,1,3,2,1,2012
201201CP00223,1,3,2,2,2012
201201CP00224,48,3,2,1,2012
201201CP00225,48,3,2,1,2012
201201CP00226,48,3,2,1,2012
201201CP00227,48,2,2,1,2012
201201CP00228,48,3,1,1,2012
201201CP00229,48,2,1,1,2012
201201CP00230,48,3,1,1,2012
201201CP00231,48,3,1,1,2012
201201CP00232,48,3,2,1,2012
201201CP00233,48,3,3,1,2012
201201CP00234,48,3,2,1,2012
201201CP00235,48,3,2,2,2012
201201CP00236,48,3,1,2,2012
201201CP00237,48,3,2,1,2012
201201CP00238,48,3,2,1,2012
201201CP00239,48,3,1,1,2012
201201CP00240,48,3,2,1,2012
201201CP00241,48,3,2,1,2012
201201CP00242,48,2,1,1,2012
201201CP00243,48,2,1,1,2012
201201CP00244,48,3,2,1,2012
201201CP00247,48,3,2,1,2012
201201CP00248,48,3,1,1,2012
201201CP00249,48,3,1,1,2012
201201CP00250,48,3,2,1,2012
201201CP00251,48,2,2,1,2012
201201CP00252,48,2,1,2,2012
201201CP00253,48,3,1,1,2012
201201CP00254,48,3,1,1,2012
201201CP00255,48,3,2,1,2012
201201CP00257,48,3,2,1,2012
201201CP00258,48,3,2,1,2012
201201CP00259,48,3,3,1,2012
201201CP00260,48,3,1,1,2012
201201CP00261,48,3,2,1,2012
201201CP00262,48,3,1,1,2012
201201CP00263,48,3,1,1,2012
201201CP00264,48,3,2,1,2012
201201CP00265,48,3,2,1,2012
201201CP00266,48,3,2,1,2012
201201CP00267,48,3,2,1,2012
201201CP00268,48,3,2,1,2012
201201CP00269,48,3,2,1,2012
201201CP00271,48,3,1,1,2012
201201CP00272,48,2,2,3,2012
201201CP00273,48,3,1,1,2012
201201CP00274,48,3,2,1,2012
201201CP00275,48,3,2,1,2012
201201CP00276,48,3,2,1,2012
201201CP00277,48,3,1,1,2012
201201CP00278,48,3,2,1,2012
201201CP00279,48,3,2,1,2012
201201CP00280,48,3,1,1,2012
201201CP00281,48,3,1,1,2012
201201CP00282,48,2,1,2,2012
201201CP00283,48,3,1,1,2012
201201CP00284,48,3,1,1,2012
201201CP00285,48,3,2,1,2012
201201CP00286,48,3,2,1,2012
201201CP00287,48,3,2,1,2012
201201CP00288,48,3,4,2,2012
201201CP00289,48,3,2,1,2012
201201CP00291,48,3,1,1,2012
201201CP00292,48,2,1,1,2012
201201CP00293,48,3,2,1,2012
201201CP00294,48,3,2,1,2012
201201CP00295,48,2,1,1,2012
201201CP00296,48,3,1,2,2012
201201CP00297,48,3,2,1,2012
201201CP00298,48,3,1,2,2012
201201CP00299,48,3,2,2,2012
201201CP00300,48,3,1,1,2012
201201CP00301,48,2,2,1,2012
201201CP00302,48,3,2,1,2012
201201CP00303,48,3,2,1,2012
201201CP00304,48,3,1,1,2012
201201CP00305,48,3,3,1,2012
201201CP00306,48,3,1,1,2012
201201CP00308,48,3,2,1,2012
201201CP00309,48,2,2,1,2012
201201CP00310,48,3,2,1,2012
201201CP00311,48,3,2,2,2012
201201CP00312,48,3,2,2,2012
201201CP00313,48,3,2,1,2012
201201CP00314,48,3,1,1,2012
201201CP00315,48,3,2,1,2012
201201CP00316,48,3,1,1,2012
201201CP00317,48,3,2,1,2012
201201CP00319,48,3,2,1,2012
201201CP00320,48,3,2,3,2012
201201CP00321,48,3,2,2,2012
201201CP00322,48,2,2,1,2012
201201CP00323,48,3,2,1,2012
201201CP00324,48,3,1,1,2012
201201CP00325,48,3,2,1,2012
201201CP00326,48,3,1,1,2012
201201CP00327,48,3,2,1,2012
201201CP00328,48,3,2,1,2012
201201CP00329,48,3,1,1,2012
201201CP00330,48,3,2,1,2012
201201CP00331,48,3,2,1,2012
201201CP00332,48,3,1,1,2012
201201CP00333,48,2,1,1,2012
201201CP00334,48,3,2,1,2012
201201CP00336,1,2,1,1,2012
201201CP00337,1,3,1,2,2012
201201CP00338,48,3,2,1,2012
201201CP00340,48,3,2,1,2012
201201CP00341,48,3,2,1,2012
201201CP00342,48,3,1,1,2012
201201CP00343,48,3,2,1,2012
201201CP00344,48,3,2,1,2012
201201CP00345,48,3,1,1,2012
201201CP00346,48,2,1,1,2012
201201CP00347,48,3,2,1,2012
201201CP00348,48,2,1,1,2012
201201CP00349,48,3,2,1,2012
201201CP00350,48,3,1,1,2012
201201CP00351,48,3,2,1,2012
201201CP00354,48,3,2,1,2012
201201CP00355,48,3,1,1,2012
201201CP00356,48,3,2,1,2012
201201CP00357,48,3,2,1,2012
201201CP00358,48,3,2,1,2012
201201CP00359,48,3,2,1,2012
201201CP00361,48,2,2,1,2012
201201CP00362,48,2,1,1,2012
201201CP00363,48,3,1,2,2012
201201CP00364,48,3,2,1,2012
201201CP00365,48,3,2,1,2012
201201CP00366,48,3,2,1,2012
201201CP00367,48,3,1,1,2012
201201CP00368,48,3,2,1,2012
201201CP00369,48,3,2,1,2012
201201CP00370,48,2,1,1,2012
201201CP00371,48,3,2,1,2012
201201CP00372,48,2,2,1,2012
201201CP00373,48,3,1,1,2012
201201CP00374,48,2,2,1,2012
201201CP00375,48,3,1,1,2012
201201CP00376,48,3,1,1,2012
201201CP00377,48,1,1,1,2012
201201CP00378,48,2,2,1,2012
201201CP00379,48,3,1,1,2012
201201CP00380,48,3,1,2,2012
201201CP00381,1,3,1,1,2012
201201CP00382,1,3,1,1,2012
201201CP00383,48,3,2,1,2012
201201CP00384,48,3,1,1,2012
201201CP00385,48,3,2,1,2012
201201CP00386,48,3,2,1,2012
201201CP00387,48,3,2,1,2012
201201CP00388,48,2,1,1,2012
201201CP00389,48,3,2,1,2012
201201CP00390,48,3,2,1,2012
201201CP00391,48,3,2,1,2012
201201CP00392,48,3,2,1,2012
201201CP00393,48,2,2,1,2012
201201CP00394,48,2,1,1,2012
201201CP00395,48,3,2,1,2012
201201CP00396,48,3,2,1,2012
201201CP00397,48,3,2,1,2012
201201CP00398,48,3,1,1,2012
201201CP00399,48,3,2,1,2012
201201CP00401,48,3,2,1,2012
201201CP00402,48,3,2,2,2012
201201CP00403,48,3,2,1,2012
201201CP00404,48,1,1,1,2012
201201CP00405,48,3,2,1,2012
201201CW10003,1,3,2,1,2012
201201CW10004,1,3,2,1,2012
201201CW10005,1,3,2,1,2012
201201CW10006,1,2,2,1,2012
201201CW10007,1,3,2,1,2012
201201CW10008,1,2,2,1,2012
201201CW10009,1,3,2,2,2012
201201CW10010,1,3,1,1,2012
201201CW10011,1,3,1,1,2012
201201CW10012,1,3,2,1,2012
201201CW10013,1,2,2,1,2012
201201CW10015,1,2,1,1,2012
201201CW10016,1,3,2,1,2012
201201CW10018,1,2,2,1,2012
201201CW10019,1,3,1,1,2012
201201CW10020,1,3,2,1,2012
201201CW10022,1,3,4,2,2012
201201CW10024,1,3,2,1,2012
201201CW10025,1,3,1,1,2012
201201CW10026,1,3,2,1,2012
201201CW10028,1,3,2,1,2012
201201CW10029,1,3,2,1,2012
201201CW10030,1,3,2,1,2012
201201CW10032,1,3,2,1,2012
201201CW10033,1,3,2,1,2012
201201CW10034,1,2,2,1,2012
201201CW10035,1,3,1,1,2012
201201CW10036,1,3,2,3,2012
201201CW10037,1,3,2,1,2012
201201CW10038,1,3,1,1,2012
201201CW10040,1,3,3,2,2012
201201CW10041,1,3,1,1,2012
201201CW10042,1,3,2,1,2012
201201CW10043,1,3,1,1,2012
201201CW10044,1,3,2,1,2012
201201CW10045,1,3,2,1,2012
201201CW10046,1,3,2,1,2012
201201CW10047,1,3,2,2,2012
201201CW10048,1,3,3,2,2012
201201CW10049,1,3,1,1,2012
201201CW10050,1,3,2,1,2012
201201CW10051,1,3,2,1,2012
201201CW10052,1,3,2,1,2012
201201CW10053,1,3,2,1,2012
201201CW10054,1,2,1,1,2012
201201CW10055,1,3,2,2,2012
201201CW10056,1,3,1,1,2012
201201CW10057,1,3,1,1,2012
201201CW10059,1,3,1,1,2012
201201CW10060,1,3,2,1,2012
201201CW10061,1,3,1,1,2012
201201CW10062,1,3,1,1,2012
201201CW10063,1,3,2,1,2012
201201CW10064,1,3,1,2,2012
201201CW10066,1,3,2,1,2012
201201CW10068,1,3,2,1,2012
201201CW10069,1,2,1,1,2012
201201CW10070,1,3,3,1,2012
201201CW10071,1,2,1,1,2012
201201CW10072,1,3,2,1,2012
201201CW10073,1,3,2,1,2012
201201CW10074,1,3,1,1,2012
201201CW10075,1,3,1,1,2012
201201CW10076,1,3,2,1,2012
201201CW10077,1,3,1,1,2012
201201CW10078,1,3,2,1,2012
201201CW10079,1,3,1,1,2012
201201CW10080,1,2,2,1,2012
201201CW10081,1,3,1,2,2012
201201CW10082,1,3,2,1,2012
201201CW10083,1,3,2,1,2012
201201CW10084,1,3,3,2,2012
201201CW10085,1,3,2,1,2012
201201CW10086,1,2,1,1,2012
201201CW10087,1,3,1,2,2012
201201CW10088,1,3,2,1,2012
201201CW10089,1,3,2,1,2012
201201CW10091,1,3,1,1,2012
201201CW10092,1,3,1,1,2012
201201CW10093,1,3,2,1,2012
201201CW10094,1,3,2,1,2012
201201CW10096,1,3,2,1,2012
201201CW10097,1,2,1,1,2012
201201CW10098,1,3,2,1,2012
201201CW10099,1,3,2,1,2012
201201CW10100,1,3,2,1,2012
201201CW10101,1,3,3,1,2012
201201CW10102,1,3,2,1,2012
201201CW10103,1,3,1,1,2012
201201CW10104,1,3,2,1,2012
201201CW10107,1,3,2,1,2012
201201CW10108,1,3,2,1,2012
201201CW10109,1,2,1,1,2012
201201CW10111,1,3,1,1,2012
201201CW10112,1,3,2,2,2012
201201CW10113,1,3,1,1,2012
201201CW10114,1,3,2,1,2012
201201CW10115,1,3,2,1,2012
201201CW10116,1,3,2,1,2012
201201CW10117,1,3,1,1,2012
201201CW10118,1,3,2,1,2012
201201CW10120,1,2,1,1,2012
201201CW10121,1,3,1,1,2012
201201CW10123,1,3,2,1,2012
201201CW10124,1,3,1,1,2012
201201CW10125,1,3,3,1,2012
201201CW10126,1,3,2,2,2012
201201CW10127,1,3,1,1,2012
201201CW10128,1,3,2,1,2012
201201CW10129,1,3,1,1,2012
201201CW10130,1,3,1,2,2012
201201CW10131,1,3,2,1,2012
201201CW10133,1,3,2,1,2012
201201CW10134,1,3,1,1,2012
201201CW10135,1,3,2,1,2012
201201CW10136,1,3,2,1,2012
201201CW10137,1,3,1,1,2012
201201CW10138,1,2,1,1,2012
201201CW10139,1,3,3,1,2012
201201CW10142,1,3,1,1,2012
201201CW10143,1,3,2,3,2012
201201CW10145,1,3,1,1,2012
201201CW10146,1,3,2,2,2012
201201CW10147,1,3,1,1,2012
201201CW10149,1,3,2,1,2012
201201CW10150,1,2,1,1,2012
201201CW10151,1,3,1,2,2012
201201CW10152,1,3,2,1,2012
201201CW10153,1,3,1,1,2012
201201CW10155,1,3,2,1,2012
201201CW10156,1,3,1,1,2012
201201CW10158,1,3,1,1,2012
201201CW10159,1,3,2,1,2012
201201CW10160,1,3,2,3,2012
201201CW10161,1,3,2,2,2012
201201CW10162,1,3,1,1,2012
201201CW10163,1,3,2,1,2012
201201CW10164,1,3,2,1,2012
201201CW10165,1,3,2,1,2012
201201CW10166,1,3,2,2,2012
201201CW10167,1,3,1,1,2012
201201CW10168,1,3,1,1,2012
201201CW10169,1,3,2,1,2012
201201CW10170,1,3,3,1,2012
201201CW10171,1,3,2,2,2012
201201CW10172,1,3,4,1,2012
201201CW10173,1,3,1,1,2012
201201CW10174,1,3,1,1,2012
201201CW10176,1,3,1,1,2012
201201CW10177,1,3,2,1,2012
201201CW10179,1,3,1,1,2012
201201CW10180,1,3,1,1,2012
201201CW10181,1,3,2,1,2012
201201CW10182,1,3,1,1,2012
201201CW10183,1,2,2,1,2012
201201CW10184,1,3,2,1,2012
201201CW10185,1,3,2,1,2012
201201CW10186,1,3,1,1,2012
201201CW10187,1,3,1,1,2012
201201CW10188,1,3,1,1,2012
201201CW10189,1,3,2,1,2012
201201CW10190,1,3,2,1,2012
201201CW10191,1,3,1,1,2012
201201CW10192,1,3,1,1,2012
201201CW10193,1,3,2,1,2012
201201CW10194,1,3,1,2,2012
201201CW10195,1,3,1,1,2012
201201CW10196,1,3,2,1,2012
201201CW10197,1,3,1,1,2012
201201CW10198,1,3,2,1,2012
201201CW10199,1,3,2,1,2012
201201CW10200,1,3,2,1,2012
201201CW10201,1,3,2,2,2012
201201CW10202,1,3,1,1,2012
201201CW10203,1,3,1,1,2012
201201CW10204,1,3,2,1,2012
201201CW10205,1,3,2,1,2012
201201CW10206,1,3,2,1,2012
201201CW10207,1,2,2,1,2012
201201CW10209,1,3,2,1,2012
201201CW10210,1,3,1,1,2012
201201CW10211,1,3,2,1,2012
201201CW10212,1,3,2,1,2012
201201CW10214,1,3,2,1,2012
201201CW10215,1,3,2,2,2012
201201CW10216,1,2,2,1,2012
201201CW10217,1,3,2,2,2012
201201CW10218,1,3,2,1,2012
201201CW10219,1,3,2,1,2012
201201CW10220,1,3,2,1,2012
201201CW10221,1,3,2,1,2012
201201CW10222,1,3,1,1,2012
201201CW10223,1,3,1,1,2012
201201CW10224,1,3,2,1,2012
201201CW10226,1,3,2,1,2012
201201CW10228,1,3,2,1,2012
201201CW10229,1,3,2,1,2012
201201CW10231,1,3,2,1,2012
201201CW10232,1,3,1,1,2012
201201CW10233,1,3,2,1,2012
201201CW10235,1,3,1,1,2012
201201CW10236,1,3,1,1,2012
201201CW10237,1,3,2,1,2012
201201CW10240,1,3,2,1,2012
201201CW10241,1,3,1,1,2012
201201CW10243,1,3,2,1,2012
201201CW10244,1,3,1,1,2012
201201CW10245,1,3,2,1,2012
201201CW10247,1,2,2,1,2012
201201CW10248,1,3,2,1,2012
201201CW10249,1,3,2,1,2012
201201CW10250,1,3,2,1,2012
201201CW10251,1,3,1,1,2012
201201CW10252,1,3,2,1,2012
201201CW10253,1,3,2,1,2012
201201CW10254,1,2,1,1,2012
201201CW10255,1,3,2,1,2012
201201CW10257,1,3,2,1,2012
201201CW10259,1,3,2,1,2012
201201CW10260,1,3,1,1,2012
201201CW10263,1,3,2,3,2012
201201CW10266,1,3,2,1,2012
201201CW10269,1,3,2,1,2012
201201CW10270,1,3,2,2,2012
201201CW10272,1,3,1,1,2012
201201CW10273,1,3,2,1,2012
201201CW10274,1,3,1,2,2012
201201CW10275,1,3,1,1,2012
201201CW10276,1,3,1,2,2012
201201CW10277,1,3,2,1,2012
201201CW10278,1,3,2,1,2012
201201CW10279,1,3,2,3,2012
201201CW10280,1,3,2,1,2012
201201CW10281,1,3,1,1,2012
201201CW10282,1,3,2,1,2012
201201CW10283,1,3,1,1,2012
201201CW10284,1,3,2,1,2012
201201CW10287,1,3,2,1,2012
201201CW10288,1,3,2,1,2012
201201CW10289,1,3,2,1,2012
201201CW10290,1,3,2,1,2012
201201CW10291,1,3,2,1,2012
201201CW10292,1,2,2,1,2012
201201CW10293,1,3,2,1,2012
201201CW10294,1,3,2,1,2012
201201CW10295,1,3,1,1,2012
201201CW10296,1,3,1,1,2012
201201CW10297,1,3,2,1,2012
201201CW10298,1,3,2,1,2012
201201CW10299,1,3,2,1,2012
201201CW10300,1,2,1,1,2012
201201CW10301,1,3,1,1,2012
201201CW10302,1,3,1,1,2012
201201CW10304,1,3,1,1,2012
201201CW10305,1,3,2,1,2012
201201CW10306,1,3,1,1,2012
201201CW10307,1,3,1,1,2012
201201CW10308,1,3,1,1,2012
201201CW10309,1,3,1,1,2012
201201CW10310,1,3,2,1,2012
201201CW10314,1,3,2,1,2012
201201CW10316,1,3,1,1,2012
201201CW10317,1,3,2,1,2012
201201CW10318,1,3,2,1,2012
201201CW10320,1,3,2,4,2012
201201CW10321,1,3,1,1,2012
201201CW10322,1,3,1,1,2012
201201CW10323,1,3,1,1,2012
201201CW10324,1,3,2,1,2012
201201CW10325,1,3,2,1,2012
201201CW10327,1,3,1,1,2012
201201CW10328,1,3,2,1,2012
201201CW10329,1,3,1,1,2012
201201CW10330,1,3,2,1,2012
201201CW10331,1,3,2,1,2012
201201CW10332,1,3,2,1,2012
201201CW10333,1,3,2,1,2012
201201CW10334,1,3,1,1,2012
201201CW10335,1,3,1,1,2012
201201CW10336,1,3,2,1,2012
201201CW10338,1,3,2,1,2012
201201CW10339,1,3,2,1,2012
201201CW10340,1,3,1,1,2012
201201CW10341,1,3,1,1,2012
201201CW10342,1,3,2,1,2012
201201CW10343,1,3,2,3,2012
201201CW10344,1,3,2,1,2012
201201CW10345,1,3,1,1,2012
201201CW10347,1,3,2,1,2012
201201CW10348,1,3,2,1,2012
201201CW10349,1,3,2,1,2012
201201CW10350,1,3,1,1,2012
201201CW10351,1,3,1,1,2012
201201CW10353,1,3,2,1,2012
201201CW10354,1,3,2,1,2012
201201CW10355,1,3,1,1,2012
201201CW10356,1,3,1,1,2012
201201CW10357,1,3,2,4,2012
201201CW10360,1,3,1,1,2012
201201CW10361,1,2,1,2,2012
201201CW10362,1,3,2,1,2012
201201CW10363,1,3,2,1,2012
201201CW10364,1,3,2,1,2012
201201CW10365,1,3,2,1,2012
201201CW10366,1,3,1,2,2012
201201CW10368,1,3,1,1,2012
201201CW10369,1,3,2,1,2012
201201CW10370,1,3,2,1,2012
201201CW10371,1,3,1,1,2012
201201CW10372,1,3,1,1,2012
201201CW10374,1,3,1,2,2012
201201CW10375,1,3,1,1,2012
201201CW10376,1,3,2,1,2012
201201CW10378,1,3,1,1,2012
201201CW10381,1,3,1,1,2012
201201CW10382,1,3,1,2,2012
201201CW10383,1,2,1,1,2012
201201CW10384,1,3,1,1,2012
201201CW10385,1,3,2,1,2012
201201CW10386,1,3,2,1,2012
201201CW10387,1,3,2,1,2012
201201CW10390,1,3,2,2,2012
201201CW10391,1,3,2,1,2012
201201CW10392,1,3,2,1,2012
201201CW10393,1,3,1,1,2012
201201CW10394,1,3,1,2,2012
201201CW10396,1,3,2,1,2012
201201CW10397,1,3,2,3,2012
201201CW10398,1,3,2,1,2012
201201CW10399,1,3,3,1,2012
201201CW10400,1,3,2,1,2012
201201CW10401,1,3,1,1,2012
201201CW10402,1,3,1,1,2012
201201CW10403,1,3,1,1,2012
201201CW10404,1,3,2,1,2012
201201CW10405,1,3,2,1,2012
201201CW10406,1,3,1,1,2012
201201CW10407,1,3,1,1,2012
201201CW10408,1,3,2,1,2012
201201CW10409,1,3,1,1,2012
201201CW10410,1,3,1,1,2012
201201CW10411,1,3,1,1,2012
201201CW10413,1,3,1,1,2012
201201CW10414,1,3,2,2,2012
201201CW10415,1,3,1,1,2012
201201CW10416,1,3,1,1,2012
201201CW10417,1,3,2,1,2012
201201CW10418,1,3,2,1,2012
201201CW10419,1,3,2,1,2012
201201CW10420,1,3,1,1,2012
201201CW10421,1,3,1,1,2012
201201CW10422,1,3,2,1,2012
201201CW10423,1,3,1,1,2012
201201CW10426,1,3,1,1,2012
201201CW10428,1,3,2,1,2012
201201CW10429,1,2,2,1,2012
201201CW10430,1,3,1,1,2012
201201CW10431,1,2,1,1,2012
201201CW10433,1,3,1,1,2012
201201CW10434,1,3,1,1,2012
201201CW10435,1,3,2,1,2012
201201CW10436,1,3,1,1,2012
201201CW10437,1,3,1,1,2012
201201CW10438,1,3,2,1,2012
201201CW10439,1,3,2,1,2012
201201CW10441,1,3,1,1,2012
201201CW10442,1,3,1,1,2012
201201CW10443,1,3,2,2,2012
201201CW10445,1,3,2,1,2012
201201CW10446,1,3,2,1,2012
201201CW10447,1,3,2,1,2012
201201CW10449,1,3,2,1,2012
201201CW10450,1,2,2,1,2012
201201CW10451,1,3,1,1,2012
201201CW10452,1,3,1,1,2012
201201CW10454,1,3,2,2,2012
201201CW10455,1,2,1,1,2012
201201CW10456,1,3,3,1,2012
201201CW10457,1,3,1,1,2012
201201CW10460,1,3,2,1,2012
201201CW10461,1,3,2,1,2012
201201CW10464,1,3,2,1,2012
201201CW10466,1,3,1,1,2012
201201CW10467,1,3,4,5,2012
201201CW10468,1,3,1,1,2012
201201CW10470,1,3,2,1,2012
201201CW10471,1,3,2,1,2012
201201CW10472,1,3,1,1,2012
201201CW10474,1,3,1,1,2012
201201CW10475,1,3,1,1,2012
201201CW10476,1,3,2,1,2012
201201CW10477,1,3,2,1,2012
201201CW10478,1,3,2,1,2012
201201CW10479,1,3,1,1,2012
201201CW10480,1,2,2,1,2012
201201CW10481,1,3,2,1,2012
201201CW10483,1,3,2,1,2012
201201CW10484,1,3,2,1,2012
201201CW10485,1,2,1,2,2012
201201CW10486,1,3,1,1,2012
201201CW10487,1,3,2,1,2012
201201CW10489,1,3,2,1,2012
201201CW10490,1,3,2,1,2012
201201CW10492,1,3,1,1,2012
201201CW10493,1,3,2,1,2012
201201CW10494,1,2,2,2,2012
201201CW10495,1,3,1,1,2012
201201CW10497,1,3,1,1,2012
201201CW10498,1,3,1,1,2012
201201CW10499,1,2,2,1,2012
201201CW10500,1,3,1,1,2012
201201CW10501,1,3,2,1,2012
201201CW10502,1,3,2,1,2012
201201CW10503,1,3,2,1,2012
201201CW10505,1,3,3,1,2012
201201CW10506,1,3,1,1,2012
201201CW10507,1,3,1,1,2012
201201CW10508,1,3,1,1,2012
201201CW10510,1,3,2,1,2012
201201CW10511,1,3,2,1,2012
201201CW10513,1,3,2,1,2012
201201CW10515,1,2,1,1,2012
201201CW10516,1,3,2,1,2012
201201CW10517,1,3,2,1,2012
201201CW10518,1,3,1,1,2012
201201CW10519,1,2,1,1,2012
201201CW10520,1,3,1,1,2012
201201CW10521,1,3,2,1,2012
201201CW10523,1,3,2,1,2012
201201CW10525,1,3,1,1,2012
201201CW10526,1,3,2,1,2012
201201CW10527,1,3,2,1,2012
201201CW10528,1,2,2,2,2012
201201CW10529,1,2,2,1,2012
201201CW10530,1,3,2,1,2012
201201CW10531,1,3,2,3,2012
201201CW10532,1,3,1,1,2012
201201CW10533,1,3,1,1,2012
201201CW10534,1,3,1,1,2012
201201CW10535,1,3,2,1,2012
201201CW10536,1,2,1,1,2012
201201CW10537,1,3,2,1,2012
201201CW10539,1,3,3,3,2012
201201CW10540,1,3,1,1,2012
201201CW10541,1,3,1,1,2012
201201CW10544,1,3,1,1,2012
201201CW10549,1,3,2,1,2012
201201CW10550,1,3,2,1,2012
201201CW10551,1,3,1,1,2012
201201CW10554,1,3,2,1,2012
201201CW10555,1,3,2,1,2012
201201CW10556,1,3,2,1,2012
201201CW10557,1,3,2,1,2012
201201CW10558,1,2,1,1,2012
201201CW10559,1,3,1,1,2012
201201CW10561,1,3,2,1,2012
201201CW10562,1,3,2,1,2012
201201CW10564,1,3,2,1,2012
201201CW10565,1,3,2,1,2012
201201CW10567,1,3,1,1,2012
201201CW10568,1,2,1,1,2012
201201CW10569,1,3,2,1,2012
201201CW10570,1,3,2,1,2012
201201CW10571,1,3,2,1,2012
201201CW10572,1,3,1,1,2012
201201CW10573,1,3,2,1,2012
201201CW10574,1,2,1,1,2012
201201CW10576,1,3,2,1,2012
201201CW10577,1,3,1,1,2012
201201CW10578,1,3,2,1,2012
201201CW10579,1,3,2,1,2012
201201CW10580,1,3,2,1,2012
201201CW10581,1,3,1,7,2012
201201CW10582,1,3,1,1,2012
201201CW10583,1,2,1,1,2012
201201CW10585,1,3,2,1,2012
201201CW10588,1,2,1,1,2012
201201CW10590,1,3,2,1,2012
201201CW10591,1,3,1,2,2012
201201CW10592,1,3,1,1,2012
201201CW10595,1,3,2,1,2012
201201CW10596,1,3,2,1,2012
201201CW10597,1,3,2,1,2012
201201CW10598,1,3,1,1,2012
201201CW10599,1,3,2,1,2012
201201CW10600,1,3,1,1,2012
201201CW10601,1,3,3,1,2012
201201CW10602,1,3,2,2,2012
201201CW10603,1,2,2,1,2012
201201CW10604,1,2,1,3,2012
201201CW10605,1,3,1,1,2012
201201CW10606,1,3,2,1,2012
201201CW10607,1,3,2,1,2012
201201CW10608,1,2,1,1,2012
201201CW10609,1,3,1,1,2012
201201CW10611,1,3,2,1,2012
201201CW10612,1,3,2,1,2012
201201CW10614,1,3,2,1,2012
201201CW10616,1,2,2,2,2012
201201CW10618,1,3,1,1,2012
201201CW10619,1,3,2,1,2012
201201CW10620,1,3,2,1,2012
201201CW10621,1,3,1,1,2012
201201CW10622,1,3,2,1,2012
201201CW10623,1,3,1,1,2012
201201CW10624,1,3,2,1,2012
201201CW10625,1,3,2,1,2012
201201CW10626,1,3,1,1,2012
201201CW10627,1,3,1,1,2012
201201CW10628,1,3,1,1,2012
201201CW10629,1,3,2,1,2012
201201CW10631,1,3,2,1,2012
201201CW10632,1,2,1,1,2012
201201CW10633,1,2,2,1,2012
201201CW10634,1,3,1,1,2012
201201CW10635,1,3,2,1,2012
201201CW10639,1,3,1,2,2012
201201CW10640,1,3,2,1,2012
201201CW10642,1,3,1,1,2012
201201CW10643,1,3,2,1,2012
201201CW10644,1,3,2,1,2012
201201CW10645,1,2,1,2,2012
201201CW10646,1,3,2,1,2012
201201CW10647,1,3,2,1,2012
201201CW10648,1,3,2,1,2012
201201CW10652,1,2,2,1,2012
201201CW10655,1,3,2,1,2012
201201CW10656,1,2,1,1,2012
201201CW10658,1,3,1,1,2012
201201CW10659,1,3,2,3,2012
201201CW10660,1,3,1,1,2012
201201CW10662,1,3,2,1,2012
201201CW10664,1,3,1,1,2012
201201CW10665,1,3,2,1,2012
201201CW10666,1,2,2,1,2012
201201CW10667,1,3,2,1,2012
201201CW10668,1,3,2,1,2012
201201CW10669,1,3,1,1,2012
201201CW10670,1,3,1,1,2012
201201CW10672,1,3,1,1,2012
201201CW10673,1,3,2,1,2012
201201CW10674,1,3,2,1,2012
201201CW10675,1,3,1,1,2012
201201CW10676,1,3,1,1,2012
201201CW10677,1,3,2,1,2012
201201CW10679,1,3,1,1,2012
201201CW10680,1,3,1,2,2012
201201CW10681,1,3,1,1,2012
201201CW10683,1,3,1,1,2012
201201CW10686,1,3,1,1,2012
201201CW10688,1,3,2,1,2012
201201CW10689,1,3,2,1,2012
201201CW10690,1,3,1,2,2012
201201CW10691,1,3,2,1,2012
201201CW10692,1,3,1,1,2012
